10000 30000
341 2358 7
341 5716 7
342 9807 13
342 2212 11
342 5805 20
342 3751 15
343 1657 10
343 6030 16
343 6714 2
343 2288 19
344 9638 4
344 4621 10
344 4566 17
344 5315 15
344 6605 4
345 5049 20
345 6212 6
345 1239 20
345 890 1
345 7345 17
346 1767 8
346 2118 8
346 9727 17
346 1454 5
346 754 13
347 2032 12
347 2016 14
347 2410 4
347 4109 19
348 9443 16
348 1871 18
348 6010 19
348 8199 13
348 6960 18
348 8665 3
348 5928 5
348 8624 13
348 5366 13
348 9794 14
348 3690 20
348 6880 19
349 828 4
349 6189 13
349 9366 19
349 5656 19
349 1006 6
349 9836 15
349 8453 15
349 8651 1
350 6106 17
350 3037 14
351 4776 13
351 3731 12
351 7084 15
351 2679 10
351 7388 18
351 8150 14
351 6561 12
351 6402 20
351 6557 15
352 9186 15
352 3211 11
352 6186 20
352 5541 15
353 8977 16
353 9214 14
353 656 16
353 4026 7
354 3027 17
354 3463 1
354 4885 2
354 9339 15
354 4542 11
354 9984 2
355 5159 14
355 8148 17
355 6763 5
355 2987 7
355 3011 8
355 5027 16
355 9463 8
355 3867 8
355 5575 19
355 2761 8
355 5466 9
356 6487 15
356 7192 10
356 5235 3
356 1301 6
356 3242 14
356 2745 16
356 527 18
357 1056 17
357 1908 13
357 3546 11
357 8094 15
358 8255 2
358 2301 15
358 7409 8
358 4959 18
358 9556 12
359 6484 9
359 2420 13
359 3460 1
359 8045 12
359 5446 5
359 3595 3
360 4787 15
360 3412 7
361 3806 5
361 1038 3
361 9435 8
361 6848 7
361 2083 1
362 3046 11
362 9174 17
362 8773 15
362 6548 18
362 1987 19
362 8081 6
362 7886 17
363 8358 17
363 7854 1
364 9633 6
364 7108 6
364 2072 19
364 3456 12
364 7098 11
365 7653 16
366 3013 13
366 4873 20
366 6755 7
366 9986 2
366 3211 17
366 3929 17
367 3992 18
367 7281 7
367 2305 16
367 6670 2
367 9707 15
368 5119 20
368 8277 19
368 7291 3
368 3544 20
368 9017 1
368 612 14
368 5050 5
368 5824 7
368 2538 3
369 3206 12
369 5421 10
369 9227 8
369 7805 10
369 3658 10
369 2462 20
369 6210 3
370 5620 19
370 3411 16
370 7742 10
370 7973 15
370 6062 1
371 8530 18
371 7342 10
371 3458 18
371 9917 13
371 8571 16
371 6047 4
372 4888 4
372 7719 15
372 9852 6
372 428 10
372 6509 20
372 9148 17
374 6697 11
374 1533 19
374 8603 13
374 6099 8
374 2347 9
374 3846 7
374 1240 14
375 3465 12
375 8074 2
375 1163 20
375 8347 9
375 2552 4
375 1687 14
375 2603 5
375 7247 13
375 5635 15
375 3592 6
375 4278 9
376 1859 1
376 2485 17
376 9140 20
376 6578 13
376 1552 6
376 7729 18
377 9614 16
377 8486 2
377 6228 3
377 541 8
377 830 5
377 8384 4
377 1444 12
377 6176 13
377 5848 14
378 3012 15
378 8731 2
378 8144 3
378 7824 20
378 4707 3
378 7057 17
378 7989 15
378 3405 4
379 1475 15
379 2355 4
379 2298 1
379 6867 9
379 9496 11
379 5627 20
379 5793 19
379 4635 20
380 9616 6
380 8795 2
380 9821 16
380 2020 3
380 6918 17
380 7479 20
380 3201 18
381 8052 1
381 3140 5
381 9966 6
381 4213 3
381 7402 8
381 6084 4
382 6177 18
382 6560 19
382 8624 13
383 2621 2
383 4950 11
383 4651 2
383 6121 7
383 9727 10
383 6851 13
383 9506 4
384 8021 3
384 8973 16
384 7101 8
384 2521 10
384 2553 3
384 5468 16
385 4852 9
385 8064 3
385 5766 9
385 881 14
385 5972 12
385 9953 12
385 2078 10
386 3610 11
386 2618 3
386 8881 6
386 9855 8
387 3164 7
387 5273 11
387 9220 12
387 8375 19
387 2788 3
387 4585 14
387 5735 10
387 3028 20
388 557 3
388 3752 12
388 9620 14
388 8751 13
388 1192 7
388 8912 1
388 7364 7
388 9233 13
388 3511 7
389 7523 8
389 6653 17
389 5006 14
389 5263 10
389 1099 17
390 8035 13
390 3382 11
390 8373 1
390 2844 2
391 3817 15
391 5153 10
391 1189 9
391 2674 7
392 1936 11
392 7068 6
392 6374 11
392 6921 1
392 6894 3
392 3275 19
392 6141 3
393 9708 14
393 3713 12
393 5705 8
393 7238 13
393 9212 9
393 9095 15
393 3621 1
393 824 13
393 5721 14
393 580 20
394 8649 14
394 2194 16
394 6550 16
394 9653 17
394 1409 4
394 5493 7
395 2961 9
395 1982 3
395 7345 10
395 8841 11
395 8640 5
396 9730 9
396 859 9
396 447 18
396 5652 14
396 3335 9
396 2119 19
396 2732 3
396 4862 11
396 7913 7
397 9537 12
397 4939 1
397 9229 19
397 4673 1
398 4218 9
398 8703 7
398 4287 12
399 9562 3
399 4379 17
399 4164 9
399 6271 2
399 4889 13
400 757 7
400 5738 20
400 7628 5
400 7360 20
400 5899 9
400 523 13
401 2284 12
401 6412 4
401 4320 7
401 6442 5
401 5250 15
401 8403 3
401 7151 2
401 8195 2
401 550 10
402 5651 20
402 1030 19
402 1438 4
402 9396 6
402 7690 14
402 9450 9
402 1468 8
403 7761 17
403 8719 9
403 2153 16
403 7219 1
404 8468 20
404 2942 18
404 5350 4
404 981 19
404 9762 6
405 805 1
405 3799 12
405 8386 2
405 3329 20
405 9724 4
406 2938 13
406 6580 7
406 2713 8
406 9997 19
406 4321 5
406 3721 8
407 6510 13
407 4723 5
407 7870 11
407 720 19
407 3757 8
407 6156 5
408 7387 18
408 7907 14
408 6628 12
408 9655 16
408 1965 4
408 779 4
408 9162 20
408 4855 6
408 7059 10
408 2214 19
409 1824 4
409 4344 5
410 9198 17
410 9361 7
410 6519 1
410 6175 1
411 7273 14
411 2329 6
412 6272 8
412 8415 18
412 1511 4
412 5569 17
412 7294 7
413 3584 20
413 9069 6
413 5044 9
413 810 12
414 1744 4
414 2138 14
414 2916 16
414 7190 19
414 472 3
414 2680 16
414 595 15
414 8951 13
414 6595 4
415 3163 19
415 3696 14
415 1745 1
415 6815 16
416 6145 20
416 8901 3
416 5444 4
416 5682 16
416 2324 5
416 3128 20
416 6026 5
416 1558 8
416 7104 8
416 8253 11
417 2292 19
417 9013 4
417 785 8
417 8211 7
417 9249 12
417 6945 7
417 1014 3
418 1740 12
418 2686 8
418 5669 12
418 5744 14
418 9747 6
419 7033 18
419 7397 15
419 7550 5
419 669 10
419 3391 12
420 9481 1
420 9861 9
420 7166 1
420 7074 19
420 5993 9
420 2307 4
420 1011 9
420 7065 15
420 6557 16
420 5022 3
421 3390 14
421 3317 18
421 1924 6
421 8243 18
421 8908 20
421 9749 18
422 2159 6
422 6054 3
422 1296 18
422 9252 5
422 8856 10
422 733 10
422 8505 13
423 1496 18
423 5432 6
423 9910 4
423 2104 13
423 6624 7
423 7162 13
424 1858 5
424 6208 20
424 4243 16
424 2469 1
424 1630 7
424 8401 17
424 5264 14
424 3098 10
425 5384 15
425 5564 8
425 5698 5
425 4725 6
425 7559 7
425 2669 5
426 7585 5
426 7388 9
426 1219 6
427 2946 14
427 3783 7
427 3208 15
427 6728 18
428 6765 7
428 852 13
428 6140 17
428 9332 3
428 8796 6
429 3026 11
429 8739 9
429 7405 4
429 1680 10
430 9121 11
430 8094 5
430 1692 17
430 2512 16
430 7656 18
430 3682 9
430 7282 16
430 8559 12
430 1405 20
430 656 1
431 881 9
431 6958 9
431 906 15
431 8101 10
431 2286 3
431 736 15
431 1323 14
431 438 10
431 1825 7
431 4518 9
432 6896 9
432 5618 3
432 3880 1
432 1925 12
432 6827 15
432 9261 19
432 4580 10
433 9899 2
433 4948 13
433 6186 11
434 9195 6
434 9428 12
434 7865 7
434 8620 6
435 481 19
435 2192 8
435 8095 5
435 7218 9
436 6797 10
436 5040 9
436 3395 18
436 5682 8
437 1199 9
437 9432 12
438 8161 4
438 2883 19
438 6232 19
438 1330 12
438 6249 11
438 5446 1
438 1321 18
438 9828 20
438 8703 15
439 4942 16
439 3678 11
439 3428 9
439 8005 16
439 7961 5
439 7168 18
439 5418 4
439 9937 11
439 7657 15
439 3448 1
440 9012 14
440 9567 14
440 3632 6
440 1597 12
440 2690 1
440 5881 4
440 1001 14
440 9053 6
440 2262 6
441 6455 1
441 2482 10
441 621 7
441 3921 15
442 3883 15
442 9697 4
443 4249 9
443 9031 20
443 6493 10
443 2482 18
443 5314 16
443 5344 6
444 1375 10
444 2287 17
444 2252 9
445 958 19
445 5982 5
445 7851 14
445 3270 4
445 9876 12
445 1338 6
445 2988 17
446 1448 8
446 9326 1
446 1835 11
446 9994 14
446 1695 18
446 1391 5
447 4780 2
447 2249 18
447 8033 2
447 7547 17
447 2513 6
447 4386 1
447 4373 16
447 3791 17
447 9339 1
448 7896 20
448 7426 17
448 3547 17
448 9804 6
448 2317 6
449 4670 2
449 4251 19
449 2956 5
449 9099 12
449 7951 6
449 5526 4
449 3687 1
450 6991 19
450 4157 9
450 490 5
450 1635 7
450 2831 12
450 7329 9
450 3460 16
450 3089 19
451 9793 3
451 5070 7
451 1566 2
451 9358 6
451 8734 16
451 6572 19
451 5952 5
452 1889 19
452 3952 19
452 8164 1
452 2666 6
452 4487 11
453 3144 3
453 9157 1
453 9307 1
453 6465 6
453 2166 6
453 8920 16
453 6998 20
453 5263 18
454 6392 5
454 2252 12
454 5160 15
454 8186 19
455 2507 19
455 2192 17
455 8078 17
455 7577 8
455 2620 11
455 8227 20
456 8846 9
456 1584 7
456 9873 6
456 8249 14
457 6908 2
457 1220 8
457 8505 6
457 9853 6
457 4136 10
457 492 2
458 2340 18
458 4643 1
458 3467 15
458 8753 16
458 6125 2
458 8744 1
458 3326 8
458 5933 16
458 7535 18
459 5496 4
459 3778 16
459 8851 4
459 5506 12
460 2445 2
460 5256 13
460 5932 18
460 3000 11
460 2458 5
461 3678 10
461 9674 13
461 7486 1
461 9623 17
461 8042 17
461 9437 18
461 9548 19
462 9692 12
462 5921 19
462 8295 6
462 4482 2
462 7624 18
462 3810 11
463 6379 4
463 7257 12
463 6060 3
464 1330 6
464 7481 5
464 1570 17
464 5416 14
464 3450 13
465 7961 2
466 4009 1
466 5260 19
466 7708 19
466 7657 20
466 7610 15
466 978 10
466 5114 19
467 2687 9
467 2905 4
468 2795 4
468 4370 15
468 9211 4
468 7126 12
469 3297 19
469 2842 2
469 7071 8
470 8098 13
470 8416 10
470 8566 17
470 3762 16
470 4379 8
471 4991 16
471 4754 5
471 9583 12
471 5832 20
471 7419 1
471 8740 4
471 3150 5
472 9975 11
472 5875 20
472 6054 19
472 7399 14
472 2345 17
472 9078 9
473 1328 17
473 7932 7
473 6965 9
473 4011 8
473 9349 5
473 6339 19
474 4906 15
474 2955 18
474 2846 14
474 3847 16
474 8382 3
474 1579 11
474 8248 10
474 5878 6
475 6371 19
475 2131 11
475 3673 20
475 3850 20
475 605 11
475 7656 16
476 7947 3
476 3659 19
476 6204 10
476 6370 15
476 2291 16
476 5899 2
477 2877 2
477 4233 15
477 6691 3
477 1955 20
477 3672 3
477 5359 2
478 6481 8
478 7125 12
478 8806 7
478 4011 8
478 2091 13
478 4501 8
478 579 12
478 4533 20
478 8007 5
478 8914 4
478 5701 16
479 1487 6
479 1683 7
479 3049 9
479 971 1
479 8098 11
479 8839 3
480 5488 12
480 3588 11
480 1940 18
480 5195 18
480 2527 14
480 4219 14
480 7211 8
480 8377 4
480 9694 9
480 3380 8
481 7202 18
481 2049 15
481 4237 2
481 1751 13
481 9052 4
481 5869 3
482 6343 11
482 2851 10
482 664 5
482 2036 4
482 2928 4
483 6270 17
483 2384 17
483 5366 20
483 736 11
483 8109 20
483 4216 9
483 9475 20
483 6406 4
483 782 20
484 8781 5
484 2554 13
484 3066 11
484 5699 19
484 3239 11
484 1529 4
484 6919 16
485 5347 7
485 1470 8
485 5094 13
485 2659 13
485 9883 14
485 6585 10
485 3257 18
486 1631 4
486 3262 9
486 5605 8
486 8129 3
486 3439 7
486 5151 15
486 7169 9
487 5927 1
487 7254 1
487 7722 3
488 1535 19
488 5573 18
488 742 2
488 6618 4
488 6765 4
488 9127 1
489 6183 14
489 4412 8
489 5456 18
489 1322 6
489 2764 6
489 9268 9
489 3725 9
489 7541 8
490 6525 6
490 5532 13
490 8998 12
490 7001 9
490 5207 19
490 7539 11
491 9088 3
491 528 17
491 2660 20
491 8751 17
491 5128 4
491 6735 19
491 5435 16
491 8236 17
491 4502 11
491 3976 11
491 3425 3
491 6513 15
492 6420 20
493 9149 4
493 9179 12
493 5295 10
493 2165 8
493 7871 13
494 2406 19
494 4313 18
494 2584 2
494 5345 7
494 1835 9
494 4224 12
494 4755 20
494 1952 9
494 1596 18
494 5982 20
495 7987 7
495 5178 1
495 8484 10
496 8159 20
496 3641 9
496 6354 2
496 3636 17
496 4066 2
496 5124 20
496 1157 3
497 7292 2
497 7807 1
497 1370 14
497 1301 19
497 6615 11
498 7713 13
498 3659 20
498 8362 18
498 4125 3
498 4534 20
498 6973 18
498 1017 7
499 1772 7
499 6931 7
499 2392 3
499 763 13
499 3227 16
500 2029 19
500 7241 6
500 8326 13
500 816 13
500 3915 10
500 1770 1
500 1942 8
500 670 2
501 5468 15
501 627 12
501 6078 1
501 6049 11
501 8955 19
501 3530 19
501 9101 19
502 2324 1
502 6800 14
502 3554 9
503 3139 1
503 8256 17
503 6166 4
504 7765 2
504 2577 13
504 9091 15
504 2834 4
504 5084 2
504 9827 19
505 3613 4
505 3086 15
505 5886 20
505 3312 13
505 4556 12
506 4003 4
506 1061 1
506 9827 11
506 9127 20
507 7909 6
507 7293 1
507 9342 18
507 4245 13
507 7200 11
507 8818 7
507 6647 16
507 8321 10
507 9156 19
508 659 9
508 5758 12
508 3248 12
508 8751 18
508 5452 7
508 6284 20
509 2848 7
509 4846 3
509 3335 17
509 6726 12
509 7679 14
509 2955 13
509 3070 11
510 7504 9
510 2339 19
510 4595 8
510 4623 9
510 4817 15
510 7034 17
510 1123 4
510 7202 5
511 9533 14
511 819 17
511 572 18
511 5700 17
512 2926 4
512 8872 1
512 7434 16
512 1734 18
512 1653 13
512 3368 8
512 3774 6
513 9309 2
513 8311 3
513 3558 20
513 3286 15
513 7614 2
513 6628 7
513 5675 1
514 1104 16
514 9032 17
514 801 4
514 2065 15
514 2687 14
514 5094 5
514 833 8
514 9508 6
514 8861 11
514 812 11
515 1920 17
515 4273 18
515 2203 4
515 772 3
515 8480 20
515 6533 4
515 7465 6
516 8050 15
516 612 15
516 9014 14
517 9380 4
517 7051 12
517 5426 4
517 5208 18
517 8732 1
517 1576 15
517 5455 17
518 4448 9
518 6884 10
518 5833 5
518 5762 9
518 4845 13
518 6198 15
519 7734 14
519 1320 1
519 5410 2
519 996 9
519 3042 5
519 3515 12
519 8897 20
520 6912 15
520 2094 14
520 9741 11
520 4498 16
520 3135 3
521 1617 6
521 8941 11
522 7315 9
522 5917 10
522 7042 12
522 2165 18
522 8516 10
523 1043 15
523 2015 19
524 6445 12
524 7177 3
524 5454 20
524 2209 13
524 2893 3
524 8379 9
524 3521 19
525 5168 20
525 9317 1
525 9885 3
525 7163 9
525 2849 1
525 4083 19
525 3722 1
525 1945 11
526 983 10
526 7752 10
526 9214 10
526 4641 19
527 1848 14
527 9299 6
527 6371 12
528 4877 5
528 6694 4
528 6601 14
528 5051 12
528 7260 8
528 4980 18
528 9491 20
528 8192 15
529 5876 7
529 6607 19
529 762 2
529 5718 15
530 9913 13
530 9297 13
530 3305 13
530 4676 16
530 6140 12
530 1323 5
531 2381 9
531 6505 10
531 1010 6
531 7922 1
531 9400 8
531 5284 4
532 5194 11
532 9369 16
532 9221 19
532 5498 19
532 3070 16
532 5804 1
532 2094 13
533 8232 12
533 3902 18
533 4228 3
533 7897 4
533 2038 5
533 4961 9
534 4771 12
534 2569 2
534 4749 16
534 2458 15
534 3020 18
534 1635 8
534 2410 14
535 4785 8
535 4859 11
535 2186 2
535 5331 20
535 9046 14
535 2204 17
535 3149 2
535 797 4
535 8434 19
536 6070 5
536 5856 5
536 1341 15
536 2637 4
536 2385 14
537 1766 14
537 718 6
537 2151 7
537 8264 20
537 5749 8
537 8114 12
538 2897 6
538 6528 14
538 1718 1
538 7510 3
538 9559 15
539 9232 15
539 4771 6
539 1424 14
539 1076 11
539 2532 11
540 8917 17
540 3529 3
540 6267 7
540 3110 5
540 2403 14
540 5926 4
540 1344 7
540 5066 11
540 3558 9
541 7478 5
541 3617 15
541 864 1
541 1642 3
542 5617 18
542 9133 5
542 3385 7
542 7617 7
543 6334 5
543 2169 2
543 9249 2
543 7489 6
543 5909 11
543 1539 8
543 3053 2
543 4736 9
543 8810 13
543 9499 16
544 2302 10
544 1157 1
544 864 15
544 7429 4
544 2795 18
545 5528 12
545 4926 8
545 6950 8
545 7311 4
545 4967 3
545 2125 11
546 9495 13
546 6183 10
546 7052 17
546 5402 8
546 9882 11
546 2208 14
546 9058 6
546 6684 18
546 9137 15
546 1909 11
547 4831 7
547 3703 4
547 9414 17
547 1441 9
547 7068 18
548 620 8
548 2223 8
548 6701 13
548 5857 10
548 3776 19
548 8098 5
548 9153 4
549 3263 12
549 4473 5
549 7760 19
549 979 14
549 4201 9
549 5858 12
549 900 17
550 9731 15
550 9822 3
550 8261 13
550 4498 13
550 6415 7
550 2583 20
550 5154 7
550 5434 2
551 8697 7
551 9563 5
551 3050 6
552 7047 4
553 2740 14
553 8174 18
553 4463 17
553 8548 2
553 6989 15
553 4657 1
553 8294 4
553 7804 17
554 8584 5
554 5281 3
554 7753 11
554 6394 11
554 5258 16
554 3106 9
555 4489 3
555 9915 5
555 9586 12
555 5015 4
555 4929 6
556 4014 4
556 8932 18
556 9545 18
556 7836 7
556 8931 7
557 9733 10
557 3349 1
557 4451 3
557 3679 16
558 4960 19
558 2070 3
558 2342 19
558 7720 10
558 4873 9
558 5466 11
559 2865 12
560 2364 16
560 6308 14
560 3490 13
560 7873 19
560 5662 13
561 7542 5
561 2139 12
562 9812 7
562 7688 14
562 8700 15
563 7000 4
563 2314 4
563 2666 16
563 4766 4
564 8721 5
564 7876 2
564 7828 8
564 9989 10
564 8402 12
565 7827 16
565 5351 9
565 2337 4
566 9581 15
566 6200 11
566 3095 13
566 3646 12
566 5176 20
566 7956 6
566 5709 7
567 2435 1
567 7396 2
567 8447 5
567 2356 6
567 4566 10
568 6468 6
568 9215 5
568 1010 8
568 3033 15
569 6662 3
569 3946 13
569 5734 13
569 6782 10
569 8126 8
570 2068 7
570 9925 7
570 7875 12
570 5834 3
570 7077 20
570 6316 20
570 6115 20
571 1194 15
571 1600 6
571 8446 3
571 665 3
572 1254 3
572 1029 11
572 3068 5
572 910 20
572 3672 6
573 1386 15
573 1967 1
573 1500 20
573 6273 19
573 9861 7
574 3251 2
574 1697 14
575 5846 16
575 6136 14
575 3327 9
575 2481 5
575 6205 2
575 8170 4
575 5590 3
576 9234 16
576 5797 8
576 9686 3
576 4022 2
577 2859 3
577 3346 2
577 7181 20
577 9770 4
577 9952 1
577 6246 9
577 6092 13
578 9552 2
578 2744 2
578 1590 11
578 9245 6
578 3556 2
578 8668 10
579 2932 19
579 5666 11
579 3818 13
579 9279 14
580 7586 18
580 3152 13
580 7927 12
581 1158 3
581 5950 1
581 2266 7
582 7774 18
582 4202 20
583 8136 12
583 9145 7
583 9761 16
583 8367 6
584 2292 5
584 9424 15
584 7683 17
584 2465 8
584 5116 19
584 5758 6
584 9180 20
585 2294 1
585 1701 6
585 4683 11
585 5260 7
585 9336 6
585 8057 10
585 6437 9
585 1569 17
586 7231 18
586 8125 18
586 6068 1
586 4623 16
586 3241 14
587 6755 20
587 1525 14
587 3000 12
587 3851 15
587 7625 16
588 8864 13
588 927 11
588 3524 10
589 7531 7
589 4428 19
589 3421 12
589 5379 20
590 8938 6
590 5893 18
590 3695 19
590 8577 4
590 4627 9
590 1990 14
590 9343 8
590 5354 3
591 3405 6
591 1494 10
591 6413 11
591 9668 8
591 5238 9
591 1314 15
591 6119 9
591 1623 19
591 5795 3
592 8420 3
592 7224 13
592 6122 2
592 8488 17
592 7358 9
593 1435 15
593 4452 18
593 4725 4
594 3206 18
594 6344 6
594 9910 5
594 9246 6
594 7651 7
595 2880 9
595 9279 9
595 1446 19
595 9660 10
595 6395 9
595 4625 15
595 4369 10
596 2068 18
596 7420 10
596 1467 17
596 2871 12
596 7649 13
596 1307 20
597 1596 10
597 4180 10
597 9233 11
597 8551 3
598 3361 9
598 2467 6
598 6763 4
598 3733 12
598 4555 15
598 8187 5
599 4150 20
599 9567 19
599 8704 3
599 1586 9
599 2690 5
599 9568 13
600 9037 2
600 5461 16
600 2315 3
600 9764 8
600 7870 7
600 743 19
600 1788 3
601 7451 9
601 5718 8
601 3081 18
601 2793 5
601 9541 15
601 2721 13
601 6093 10
602 5890 13
602 5947 4
602 1301 5
602 2437 7
602 1857 20
603 6607 12
603 6143 11
603 6951 9
604 2319 12
604 2446 5
604 4340 11
604 5566 19
605 4807 4
605 1380 7
605 3309 15
605 6320 6
605 7589 1
605 7769 14
605 6296 15
605 6841 15
605 7732 7
606 8115 2
606 6914 20
606 7987 15
606 8740 18
606 7642 1
606 3507 8
606 4190 20
606 5290 20
606 7646 7
606 1014 9
607 6443 13
607 2153 18
607 6593 13
607 6033 6
607 5946 2
608 8149 16
608 1575 11
608 9920 7
608 6298 19
608 9099 4
608 9246 20
608 2596 3
608 8047 19
609 4986 7
609 9964 18
609 4193 6
609 7921 17
609 1720 19
610 6532 3
610 2058 17
610 7960 7
610 8318 11
611 8767 1
611 4133 15
611 6648 8
611 1996 20
611 4057 17
611 7219 10
612 6006 18
612 9441 11
612 6131 11
612 5343 1
612 9606 12
612 4092 2
612 8048 13
613 2821 17
613 1875 4
613 4350 12
613 6997 4
613 3095 3
613 9548 9
613 6490 14
613 1518 5
613 4026 15
614 8180 17
614 7679 11
614 4621 13
614 1360 14
614 2538 6
615 5569 3
615 4949 16
615 7748 13
615 3915 6
615 3090 15
615 9786 6
616 7404 10
616 2859 8
616 728 17
616 3263 4
616 3140 10
616 4400 9
617 1409 12
617 1210 14
617 9655 12
617 3453 3
618 5517 9
618 8745 19
618 9978 20
618 7542 15
618 2239 11
618 2135 7
618 5282 2
618 8327 3
618 2802 10
619 6397 9
619 5421 13
619 6775 7
619 4104 8
620 5434 18
620 9660 9
620 7812 11
620 6507 11
620 9381 10
621 8035 11
621 3900 1
621 9415 3
621 9713 5
622 3620 5
622 1521 5
623 6358 3
623 6298 20
623 7327 17
623 4410 17
623 3020 10
624 1385 18
624 4205 4
624 1895 7
624 3890 3
625 1702 5
625 8718 2
625 1240 12
625 5957 20
625 8134 8
625 9569 2
626 1776 18
626 3393 19
626 9552 17
627 2254 20
627 5902 8
627 7447 1
627 6107 19
627 2515 5
627 2436 6
628 4486 5
628 7100 2
628 7938 6
628 1304 10
629 6068 3
629 7010 16
629 2173 14
630 8530 14
630 3018 19
630 5055 15
630 1144 2
630 9889 13
631 7379 17
631 7699 7
632 4493 18
632 6244 6
632 4929 18
632 6558 6
633 6225 13
633 2466 14
633 2828 15
633 4803 10
633 5912 2
634 6267 1
634 3759 1
634 2009 20
634 7463 16
634 4073 16
634 5229 8
635 6581 11
635 6851 10
635 8807 19
635 9038 14
636 6697 6
636 3683 12
637 2245 20
637 4807 12
637 7133 19
637 7658 1
637 6516 4
637 6341 5
637 1258 3
638 1002 7
638 9549 12
638 3661 11
638 4701 7
638 7614 2
638 8008 4
638 2294 6
638 6676 11
639 9827 8
639 6949 9
639 9080 7
639 7928 14
639 3703 9
639 9451 13
640 9439 14
640 2427 19
640 8642 8
640 7515 15
640 8260 2
640 4811 14
641 2827 16
641 2110 11
641 7367 14
641 8796 10
642 8399 10
642 3698 1
642 6243 7
643 9137 3
643 8745 9
643 4796 17
644 9084 6
644 7301 6
644 4670 4
644 1718 3
644 7728 20
644 4779 9
644 7343 11
644 5053 16
644 1931 6
644 2759 1
645 1591 12
645 2627 12
645 2221 11
645 8383 8
645 7453 6
645 9052 4
645 702 13
645 7021 18
645 7856 11
645 4051 12
646 4760 11
646 4107 1
646 9861 5
646 9134 13
646 1511 20
646 8656 10
646 9808 12
647 1192 1
647 1349 12
647 4292 17
647 7636 7
647 3572 13
647 5961 2
647 8689 15
648 8533 6
648 5955 5
648 4037 18
648 3551 17
648 7903 10
649 8916 19
649 7971 19
649 1061 7
650 1229 19
650 7833 5
651 1343 18
651 4053 18
651 8844 14
651 9169 13
651 7264 17
651 8860 19
651 9374 17
651 9788 1
651 1133 4
651 3225 1
652 3534 13
652 4615 11
652 2666 6
652 9360 17
652 9435 12
652 4360 10
653 5974 10
653 9798 7
653 5258 2
653 760 11
653 6527 6
653 5690 7
653 2626 14
653 2559 4
653 3747 9
654 2536 4
654 2384 14
654 9282 8
654 4244 15
655 7059 1
655 3097 15
655 5756 6
655 6882 16
656 7711 9
656 7847 5
656 4062 1
656 7885 2
657 3838 12
657 1113 2
657 9583 6
657 7014 20
657 2112 10
657 7656 1
657 4497 15
658 2170 19
658 4813 20
659 2870 8
659 742 20
659 8565 15
659 2190 16
659 2907 18
660 3522 17
660 4757 3
660 3714 2
660 3110 9
660 4818 17
660 9354 12
661 7682 19
661 3621 4
661 2220 12
661 6045 20
661 7283 1
661 7903 12
662 5878 9
662 8410 6
662 5529 10
662 1433 18
662 3309 15
662 8819 17
662 4557 10
663 7855 2
663 8387 10
663 9742 4
663 9653 10
664 3755 16
664 7544 4
664 8247 9
664 6589 1
665 7020 17
665 9128 17
665 7510 15
665 4013 16
665 7980 19
665 5927 12
665 4572 3
665 6791 11
666 1153 13
666 2185 20
666 9949 19
667 5110 6
667 1101 5
667 3690 19
667 9073 4
667 7012 7
668 8108 15
668 7250 19
668 7568 2
668 4379 3
668 2803 13
669 7624 18
669 2977 17
669 9963 10
669 3725 1
669 7674 10
670 7436 16
670 9118 13
670 7166 8
670 6735 8
670 3922 1
670 1717 20
670 7951 19
671 4458 10
671 7445 16
671 9889 20
671 9121 4
671 7434 10
672 9272 4
672 9081 11
672 1595 19
672 9610 6
672 8251 17
672 892 10
672 1924 5
672 909 15
672 9695 13
672 3888 16
672 8316 15
672 9529 9
672 8232 4
673 9167 14
673 9494 11
673 3734 8
673 3057 15
674 9234 9
674 8591 14
674 1915 13
674 7622 15
674 5404 18
674 2994 11
674 5130 14
674 3415 7
675 8344 15
675 1544 4
675 3397 13
675 2471 10
676 2020 8
676 8485 13
677 2929 3
677 4344 4
677 9109 4
678 2140 13
678 5109 17
678 8888 12
678 2441 19
679 7068 12
679 9303 5
679 9568 10
679 9373 3
679 4961 16
679 6788 4
680 6491 14
680 4737 17
680 3708 16
680 4924 10
680 2846 16
680 2967 18
680 1148 6
681 8880 11
681 5870 14
681 8431 8
681 7181 9
681 7890 7
682 3081 6
682 1846 11
682 6429 3
682 7806 1
682 9495 4
682 4377 3
682 6983 1
682 7796 6
682 6503 18
682 3124 17
683 1704 7
683 4176 4
683 7156 9
683 8490 19
683 4550 3
683 4231 9
684 2019 3
684 7358 2
684 2413 3
684 4170 3
684 8551 5
684 8953 2
684 4455 3
685 5050 15
685 6633 10
685 1586 15
685 1981 9
685 8957 18
